id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1454968724415418369,1454968724415418369,2021-11-01 08:29:10 Malay Peninsula Standard Time,2021-11-01,08:29:10,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on November 1, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/DKcwhxmHPV",en,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FDEWUvhVEAY11R4.jpg'],0,13,34,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1454968724415418369,False,,1,https://pbs.twimg.com/media/FDEWUvhVEAY11R4.jpg,,,,,,,[],,,,
1454694033213718534,1454694033213718534,2021-10-31 14:17:39 Malay Peninsula Standard Time,2021-10-31,14:17:39,+0800,241394761,pnppio,Philippine National Police,,COPS BUILD RESTROOM FOR SITIO IN BENGUET    Read more: https://t.co/txsqLA81DX   #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #PulisMagiting  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/BkpMFRWGl0,en,[],"['https://pnp.gov.ph/cops-build-restroom-for-sitio-in-benguet/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FDAcgN8VEAQVY5w.jpg'],2,20,55,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'pulismagiting']",[],https://twitter.com/pnppio/status/1454694033213718534,False,,1,https://pbs.twimg.com/media/FDAcgN8VEAQVY5w.jpg,,,,,,,[],,,,
1454682767015301122,1454682767015301122,2021-10-31 13:32:53 Malay Peninsula Standard Time,2021-10-31,13:32:53,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF WARNS PUBLIC VS ONLINE ‘LOVE SCAM’    Read more: https://t.co/7oLf7pCZey  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #OnlineLoveScam #AntiCyberCrimeGroup   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/jMvv0f85Sw,en,[],"['https://pnp.gov.ph/pnp-chief-warns-public-vs-online-love-scam/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],0,20,52,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'onlinelovescam', 'anticybercrimegroup']",[],https://twitter.com/pnppio/status/1454682767015301122,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454682471660875776/pu/img/0pby_z7b8_Nme2kJ.jpg,,,,,,,[],,,,
1454679550705631239,1454241953294340096,2021-10-31 13:20:06 Malay Peninsula Standard Time,2021-10-31,13:20:06,+0800,241394761,pnppio,Philippine National Police,,@FaustoPhay  https://t.co/RsgFU2ee21,qme,[],[],['https://pbs.twimg.com/media/FDAPVgWaAAA5fpC.jpg'],0,0,0,[],[],https://twitter.com/pnppio/status/1454679550705631239,False,,1,https://pbs.twimg.com/media/FDAPVgWaAAA5fpC.jpg,,,,,,,[],,,,
1454679285982056448,1454606484294156289,2021-10-31 13:19:03 Malay Peninsula Standard Time,2021-10-31,13:19:03,+0800,241394761,pnppio,Philippine National Police,,@JeremiahSaligue Please send us details. thanks.  https://t.co/uR2lNfbd3M,en,[],[],['https://pbs.twimg.com/media/FDAPGBEaMAADr6t.jpg'],1,0,1,[],[],https://twitter.com/pnppio/status/1454679285982056448,False,,1,https://pbs.twimg.com/media/FDAPGBEaMAADr6t.jpg,,,,,,,"[{'screen_name': 'JeremiahSaligue', 'name': 'Jeremiah Saligue', 'id': '1454555472837505027'}]",,,,
1454675351200669696,1454675351200669696,2021-10-31 13:03:24 Malay Peninsula Standard Time,2021-10-31,13:03:24,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR ORDERS DEEP PROBE ON KILLING OF DAVAO DEL SUR JOURNO   Read more: https://t.co/4PGXWHepx0  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #PresidentialTaskForceOnMediaSecurity   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/7vNN8d59sF,en,[],"['https://pnp.gov.ph/eleazar-orders-deep-probe-on-killing-of-davao-del-sur-journo/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],0,18,50,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'presidentialtaskforceonmediasecurity']",[],https://twitter.com/pnppio/status/1454675351200669696,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454675093393530881/pu/img/wfbWP9Mg7MbcQ7Af.jpg,,,,,,,[],,,,
1454674188757733383,1454674188757733383,2021-10-31 12:58:47 Malay Peninsula Standard Time,2021-10-31,12:58:47,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF PLACES COPS ON HEIGHTENED ALERT FOLLOWING SLAY OF RED LEADER   Read more:  https://t.co/NzjNZV4Ple  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #NTFELCAC #HeightenedAlert  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/RwrGJFIPX4,en,[],"['https://pnp.gov.ph/pnp-chief-places-cops-on-heightened-alert-following-slay-of-red-leader/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],0,18,50,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'ntfelcac', 'heightenedalert']",[],https://twitter.com/pnppio/status/1454674188757733383,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454673907605118980/pu/img/hzno44XVmSeZWfGc.jpg,,,,,,,[],,,,
1454672670855860229,1454672670855860229,2021-10-31 12:52:45 Malay Peninsula Standard Time,2021-10-31,12:52:45,+0800,241394761,pnppio,Philippine National Police,,PNP TO HELP IN INFO CAMPAIGN FOR RAMPED-UP VACCINATION DRIVE   Read more: https://t.co/Q6GaJuS4b5  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #CampaignRampedUpVaccinationDrive   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/rO3mD4xDWw,en,[],"['https://pnp.gov.ph/pnp-to-help-in-info-campaign-for-ramped-up-vaccination-drive/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FDAJExsVkAA407p.jpg'],0,5,26,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'campaignrampedupvaccinationdrive']",[],https://twitter.com/pnppio/status/1454672670855860229,False,,1,https://pbs.twimg.com/media/FDAJExsVkAA407p.jpg,,,,,,,[],,,,
1454670592271998977,1454670592271998977,2021-10-31 12:44:30 Malay Peninsula Standard Time,2021-10-31,12:44:30,+0800,241394761,pnppio,Philippine National Police,,"Mass at St. Joseph Church, Camp Crame, Quezon City with Mass Celebrant PCOL JAIME SERIÑA III, Chief of Staff Chaplain Service| October 31, 2021   https://t.co/4PptzRQscB",en,[],['https://www.facebook.com/stjosephchs.crame.7/videos/850496232301163/'],[],0,3,25,[],[],https://twitter.com/pnppio/status/1454670592271998977,False,,0,,,,,,,,[],,,,
1454606484294156289,1454606484294156289,2021-10-31 08:29:45 Malay Peninsula Standard Time,2021-10-31,08:29:45,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on October 31, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/GlHmgxUS7a",en,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC_M3WpVQAgRWzu.jpg'],1,6,26,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1454606484294156289,False,,1,https://pbs.twimg.com/media/FC_M3WpVQAgRWzu.jpg,,,,,,,[],,,,
1454408606414032901,1454408606414032901,2021-10-30 19:23:28 Malay Peninsula Standard Time,2021-10-30,19:23:28,+0800,241394761,pnppio,Philippine National Police,,TUNGHAYAN: Ang paglulunsad sa 145th Malasakit Center sa PNP General Hospital sa Camp Crame at ang iba't ibang programa ng Pambansang Pulisya para sa kapakanan ng ating mga kababayan.  https://t.co/osfBMVlFYL,tl,[],['https://fb.watch/8YVbd2yWrX/'],[],1,5,21,[],[],https://twitter.com/pnppio/status/1454408606414032901,False,,0,,,,,,,,[],,,,
1454394221536763913,1453239665453158407,2021-10-30 18:26:18 Malay Peninsula Standard Time,2021-10-30,18:26:18,+0800,241394761,pnppio,Philippine National Police,,@chamolatte please send your concern to e-sumbong platforms. thanks.  https://t.co/NQ9ZBaLupt,en,[],[],['https://pbs.twimg.com/media/FC8Lv3vUYAUf2Gp.jpg'],0,0,1,[],[],https://twitter.com/pnppio/status/1454394221536763913,False,,1,https://pbs.twimg.com/media/FC8Lv3vUYAUf2Gp.jpg,,,,,,,"[{'screen_name': 'chamolatte', 'name': 'Sundayy.sun', 'id': '1544111201520873472'}]",,,,
1454359856974991361,1454359856974991361,2021-10-30 16:09:45 Malay Peninsula Standard Time,2021-10-30,16:09:45,+0800,241394761,pnppio,Philippine National Police,,PNP WELCOMES DECLARATION OF PRESIDENTIAL AND VP BETS OF WILLINGNESS TO UNDERGO DRUG TEST    Read more:  https://t.co/zW65JZQsU2  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy  #PresidentialandVPDrugTest   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/rcZbbe2GvS,en,[],"['https://pnp.gov.ph/pnp-welcomes-declaration-of-presidential-and-vp-bets-of-willingness-to-undergo-drug-test/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],1,27,77,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'presidentialandvpdrugtest']",[],https://twitter.com/pnppio/status/1454359856974991361,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454359657745555458/pu/img/JlJsssRFw5y-M0Eh.jpg,,,,,,,[],,,,
1454336682799497216,1454336682799497216,2021-10-30 14:37:40 Malay Peninsula Standard Time,2021-10-30,14:37:40,+0800,241394761,pnppio,Philippine National Police,,"National Task Force for the Disbandment of Private Armed Groups (NTF-DPAG) Meeting General Santos City | October 29, 2021    https://t.co/xMjs3QMozp",en,[],['https://www.facebook.com/100044524385640/posts/423533619140781/?d=n'],[],0,4,25,[],[],https://twitter.com/pnppio/status/1454336682799497216,False,,0,,,,,,,,[],,,,
1454322480550608901,1454322480550608901,2021-10-30 13:41:14 Malay Peninsula Standard Time,2021-10-30,13:41:14,+0800,241394761,pnppio,Philippine National Police,,ABRA COPS CROSS RIVER FOR OUTREACH PROGRAM IN REMOTE BARANGAY   Read more: https://t.co/eO1LG5xRom  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #PulisMagiting   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/ytNQQl2qmP,en,[],"['https://pnp.gov.ph/abra-cops-cross-river-for-outreach-program-in-remote-barangay/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC7Kj0iVUAEUZH1.jpg'],3,11,51,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'pulismagiting']",[],https://twitter.com/pnppio/status/1454322480550608901,False,,1,https://pbs.twimg.com/media/FC7Kj0iVUAEUZH1.jpg,,,,,,,[],,,,
1454320129961914375,1454320129961914375,2021-10-30 13:31:53 Malay Peninsula Standard Time,2021-10-30,13:31:53,+0800,241394761,pnppio,Philippine National Police,,PNP READY FOR POSSIBLE CURFEW LIFTING IN METRO MANILA   Read more: https://t.co/r0EZqZmkiR  #PulisNgPilipino  #WeServeAndProtect #MetroManila #CurfewLifing  https://t.co/txtYyrzpsG  https://t.co/YC5CvKagOX  https://t.co/Et8tu4J5hM  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/Ceppcmmikd,en,[],"['https://pnp.gov.ph/pnp-ready-for-possible-curfew-lifting-in-metro-manila/', 'http://pnp.gov.ph', 'https://twitter.com/pnppio', 'http://youtube.com/pnppio', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC7IbIbVIAIb1dS.jpg'],2,9,38,"['pulisngpilipino', 'weserveandprotect', 'metromanila', 'curfewlifing']",[],https://twitter.com/pnppio/status/1454320129961914375,False,,1,https://pbs.twimg.com/media/FC7IbIbVIAIb1dS.jpg,,,,,,,[],,,,
1454313092729303043,1454313092729303043,2021-10-30 13:03:55 Malay Peninsula Standard Time,2021-10-30,13:03:55,+0800,241394761,pnppio,Philippine National Police,,PNP CHIEF WANTS PDEG COP SACKED OVER KFR AND ILLEGAL DRUGS    Read more:  https://t.co/tJ923HRZkl  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #AntiIllegalDrugsCampaign   https://t.co/ZOAHfB3g99  https://t.co/AEBYuOuwHX  https://t.co/GpxXwOAEPZ,en,[],"['https://pnp.gov.ph/pnp-chief-wants-pdeg-cop-sacked-over-kfr-and-illegal-drugs/', 'http://facebook.com/GeneralEleazar', 'http://facebook.com/pulismagiting']",[],0,26,64,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'antiillegaldrugscampaign']",[],https://twitter.com/pnppio/status/1454313092729303043,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454312572648263690/pu/img/7Nx-EK97Ra4I-uOM.jpg,,,,,,,[],,,,
1454310304632897537,1454310304632897537,2021-10-30 12:52:51 Malay Peninsula Standard Time,2021-10-30,12:52:51,+0800,241394761,pnppio,Philippine National Police,,ELEAZAR REMINDS PUBLIC TO BE VIGILANT VS ONLINE SCAMS   Read more: https://t.co/i9WfMcCF4z  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #onlinescamalert   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/uMawD9JqXP,en,[],"['https://pnp.gov.ph/eleazar-reminds-public-to-be-vigilant-vs-online-scams/', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],0,22,55,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'onlinescamalert']",[],https://twitter.com/pnppio/status/1454310304632897537,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454308379657060360/pu/img/0LrR8VGhObewsZao.jpg,,,,,,,[],,,,
1454288046858256385,1454288046858256385,2021-10-30 11:24:24 Malay Peninsula Standard Time,2021-10-30,11:24:24,+0800,241394761,pnppio,Philippine National Police,,COPS TO KEEP AN EYE ON LEISURE AREAS FOR UNDAS LONG WEEKEND   Read more: https://t.co/JHQk8hudBl  #PulisNgPilipino #WeServeAndProtect #IntensifiedCleanlinessPolicy #BantayUndas2022   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/NEUEfwlXUj,en,[],"['https://pnp.gov.ph/cops-to-keep-an-eye-on-leisure-areas-for-undas-long-weekend', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC6rQyHVgAQ0y29.jpg'],1,14,48,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy', 'bantayundas2022']",[],https://twitter.com/pnppio/status/1454288046858256385,False,,1,https://pbs.twimg.com/media/FC6rQyHVgAQ0y29.jpg,,,,,,,[],,,,
1454241953294340096,1454241953294340096,2021-10-30 08:21:14 Malay Peninsula Standard Time,2021-10-30,08:21:14,+0800,241394761,pnppio,Philippine National Police,,NTF-DPAGS meeting.,en,[],[],[],1,6,27,[],[],https://twitter.com/pnppio/status/1454241953294340096,False,,0,,,,,,,,[],,,,
1454238156539133954,1454238156539133954,2021-10-30 08:06:09 Malay Peninsula Standard Time,2021-10-30,08:06:09,+0800,241394761,pnppio,Philippine National Police,,"Tunghayan ang “INTENSIFIED CLEANLINESS POLICY in the ranks; in the office; in the community” na pinapatupad ng ika-26 na Hepe ng Pambansang Pulisya ng Pilipinas, PGEN GUILLERMO LORENZO T ELEAZAR.   https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/NND41gHvVf",tl,[],"['https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting', 'https://fb.watch/8Yhu9na3Wu/']",[],0,7,24,[],[],https://twitter.com/pnppio/status/1454238156539133954,False,,0,,,,,,,,[],,,,
1454236772104228866,1454236772104228866,2021-10-30 08:00:39 Malay Peninsula Standard Time,2021-10-30,08:00:39,+0800,241394761,pnppio,Philippine National Police,,"Tunghayan ang “INTENSIFIED CLEANLINESS POLICY in the ranks; in the office; in the community” na pinapatupad ng ika-26 na Hepe ng Pambansang Pulisya ng Pilipinas, PGEN GUILLERMO LORENZO T ELEAZAR.   https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/KKJDVgWB26",tl,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",[],0,20,57,[],[],https://twitter.com/pnppio/status/1454236772104228866,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1454236651824496640/pu/img/rG4MV1W8XYzbr4kR.jpg,,,,,,,[],,,,
1454222020489580547,1454222020489580547,2021-10-30 07:02:02 Malay Peninsula Standard Time,2021-10-30,07:02:02,+0800,241394761,pnppio,Philippine National Police,,"UPDATE: PNP Health Service recorded the following total number of confirmed COVID-19 cases, death and recoveries on October 30, 2021:   #PulisNgPilipino #WeServeAndProtect #COVID19 #coronavirus #COVID19PH  https://t.co/txtYyrzpsG  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/oN62DVjHHK",en,[],"['http://pnp.gov.ph', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC5vMd0UcAArV7o.jpg'],0,16,42,"['pulisngpilipino', 'weserveandprotect', 'covid19', 'coronavirus', 'covid19ph']",[],https://twitter.com/pnppio/status/1454222020489580547,False,,1,https://pbs.twimg.com/media/FC5vMd0UcAArV7o.jpg,,,,,,,[],,,,
1454035612814561282,1454035612814561282,2021-10-29 18:41:19 Malay Peninsula Standard Time,2021-10-29,18:41:19,+0800,241394761,pnppio,Philippine National Police,,"PNP INAUGURATES 298-M MULTI-PURPOSE BUILDING, QUARTERS FOR RANK OFFICERS  Read more:  https://t.co/LXhgYTqWy9  #PulisNgPilipino  #WeServeAndProtect #IntensifiedCleanlinessPolicy  https://t.co/5enzGQHK0a  https://t.co/EyNPCuygbF  https://t.co/3I2eiPPuo4",en,[],"['https://pnp.gov.ph/index.php/news-and-information/5276-pnp-inaugurates-298-m-multi-purpose-building-quarters-for-rank-officers', 'https://facebook.com/GeneralEleazar', 'https://facebook.com/pulismagiting']",['https://pbs.twimg.com/media/FC3FrVXVUAQeGI2.jpg'],0,11,46,"['pulisngpilipino', 'weserveandprotect', 'intensifiedcleanlinesspolicy']",[],https://twitter.com/pnppio/status/1454035612814561282,False,,1,https://pbs.twimg.com/media/FC3FrVXVUAQeGI2.jpg,,,,,,,[],,,,
1454013458555420677,1454013458555420677,2021-10-29 17:13:17 Malay Peninsula Standard Time,2021-10-29,17:13:17,+0800,241394761,pnppio,Philippine National Police,,"Command Visit: Occidental Mindoro PPO Camp Winston Ebersole, San Roque, San Jose October 28, 2021    https://t.co/7H6uBWBJ8f",es,[],['https://www.facebook.com/100044524385640/posts/422904762537000/?d=n'],[],0,5,22,[],[],https://twitter.com/pnppio/status/1454013458555420677,False,,0,,,,,,,,[],,,,
